Track,Racer,Rank,Ghost,Status
C54,"Zak McKracken",12,0,
C54,"Krys TOFF",13,0,
C54,AbuRaf70,14,0,
C54,Johnny-K,15,0,
C54,Navras,16,1,
C54,Paleke,17,0,
C54,SergioBaro,18,0,
C54,"Milka Hakkinen",19,1,
C54,mislav,20,0,
C54,DieselJoe,21,0,
C54,satanziege,22,0,
C54,"Shoegazing Leo",23,0,
C54,lise,24,0,
C54,testerlnx,25,0,
C55,"Bonzai Joe",1,0,
C55,Ayrton,2,0,
C55,CTG,3,0,
C55,Alain,4,0,
C55,Chulk,5,0,
C55,"Zak McKracken",6,0,
C55,"Akoss Poo",7,0,
C55,Dottore,8,1,
C55,Usrin,8,0,
C55,DarkChaser,10,0,
C55,"Alan Rotoi",11,0,
C55,"Krys TOFF",12,0,
C55,"Super Pursuit Mode",13,1,
C55,DieselJoe,14,0,
C55,Navras,15,1,
C55,Dragonfly,16,1,
C55,AbuRaf70,17,0,
C55,H-Bomb,18,1,
C55,XTorres,19,1,
C55,mislav,20,0,
C55,Freeza,21,1,
C55,Tirgen,22,0,
C55,satanziege,23,0,
C55,SergioBaro,24,0,
C55,Paleke,25,0,
C55,"Shoegazing Leo",26,0,
C55,"Flying Samba Racer",27,0,
C55,lise,28,0,
C55,Zweigelt,29,1,
C55,Ursin,30,1,DSQ
C55,docu,30,0,DSQ
C56,Ayrton,1,0,
C56,Gutix,2,0,
C56,Alain,3,0,
C56,CTG,4,0,
C56,DarkChaser,5,0,
C56,Dottore,6,1,
C56,"Bonzai Joe",7,0,
C56,"Akoss Poo",8,0,
C56,mislav,9,0,
C56,"Zak McKracken",10,0,
C56,Chulk,11,0,
C56,Navras,12,1,
C56,DieselJoe,13,0,
C56,Usrin,14,0,
C56,"Krys TOFF",15,0,
C56,AbuRaf70,16,0,
C56,Freeza,17,1,
C56,"Shoegazing Leo",18,0,
C56,Paleke,19,0,
C56,BeerBor,19,1,
C56,SergioBaro,20,0,
C56,Marci,21,0,EX1
C57,Chulk,1,0,
C57,Ayrton,2,0,
C57,CTG,3,0,
C57,Alain,4,0,
C57,Mingva,5,0,
C57,Navras,6,1,
C57,Dottore,7,1,
C57,"Zak McKracken",8,0,
C57,DarkChaser,9,0,
C57,mislav,10,0,
C57,Usrin,11,0,
C57,"Bonzai Joe",12,0,
C57,"Krys TOFF",13,0,
C57,AbuRaf70,14,0,
C57,DieselJoe,15,0,
C57,Fuoco,16,1,
C57,SergioBaro,17,0,
C57,MiDiaN,18,0,
C57,"Shoegazing Leo",19,0,
C57,Marci,20,0,
C57,Paleke,21,0,
C58,Ayrton,1,0,
C58,Alain,2,0,
C58,"Renato Biker",3,0,
C58,Chulk,4,0,
C58,CTG,5,0,
C58,DarkChaser,6,0,
C58,Jules,7,0,
C58,vamologocomisso,8,0,
C58,"Zak McKracken",9,0,
C58,"Bonzai Joe",10,0,
C58,mislav,11,0,
C58,AbuRaf70,12,0,
C58,Usrin,13,0,
C58,"Krys TOFF",14,0,
C58,Paleke,15,0,
C58,"Shoegazing Leo",16,0,
C58,hek,17,0,
C58,Johnny-K,18,0,
C58,Marci,19,0,
C59,Ayrton,1,0,
C59,"Renato Biker",2,0,
C59,Alain,3,0,
C59,"Bonzai Joe",4,0,
C59,CTG,5,0,
C59,Chulk,6,0,
C59,DarkChaser,7,0,
C59,Jules,8,0,
C59,"Zak McKracken",9,0,
C59,mislav,10,0,
C59,vamologocomisso,11,0,
C59,"Alan Rotoi",12,0,
C59,"Krys TOFF",13,0,
C59,AbuRaf70,14,0,
C59,SergioBaro,15,0,
C59,Guste,16,0,
C59,Paleke,17,0,
C59,Jr,18,0,
C59,hek,19,0,
C59,"Shoegazing Leo",20,0,
C59,JTK,21,0,
C59,satanziege,22,0,
C59,lise,23,0,
C60,Argammon,1,0,
C60,Ayrton,2,0,
C60,"Renato Biker",3,0,
C60,Chulk,4,0,
C60,Alain,5,0,
C60,"Bonzai Joe",6,0,
C60,CTG,7,0,
C60,mislav,8,0,
C60,"Zak McKracken",9,0,
C60,Navras,10,1,
C60,DarkChaser,11,0,
C60,"Alan Rotoi",12,0,
C60,AbuRaf70,13,0,
C60,Usrin,14,0,
C60,"Mark L. Rivers",15,0,
C60,"Krys TOFF",16,0,
C60,SergioBaro,17,0,
C60,"Shoegazing Leo",18,0,
C60,Jules,19,0,
C60,Paleke,20,0,
C60,lise,21,0,
C60,hek,22,0,
C60,JTK,23,0,
C60,"Gelato Baker",24,1,DSQ
C60,"Chicago Striker",24,1,DSQ
C61,Ayrton,1,0,
C61,CTG,2,0,
C61,Argammon,3,0,
C61,Alain,4,0,
C61,Chulk,5,0,
C61,"Renato Biker",6,0,
C61,"Zak McKracken",7,0,
C61,vamologocomisso,8,0,
C61,DarkChaser,9,0,
C61,"Mark L. Rivers",10,0,
C61,"Alan Rotoi",11,0,
C61,"Bonzai Joe",12,0,
C61,AbuRaf70,13,0,
C61,mislav,14,0,
C61,SuperBrian,15,0,
C61,SergioBaro,16,0,
C61,"Krys TOFF",17,0,
C61,Paleke,18,0,
C61,satanziege,19,0,
C61,Lene,20,0,
C61,JTK,21,0,
C62,"Bonzai Joe",1,0,
C62,Gutix,2,0,
C62,CTG,3,0,
C62,"Renato Biker",4,0,
C62,mislav,5,0,
C62,DarkChaser,6,0,
C62,"Zak McKracken",7,0,
C62,Navras,8,1,
C62,Chulk,9,0,
C62,AbuRaf70,10,0,
C62,"Mark L. Rivers",11,0,
C62,SergioBaro,12,0,
C62,"Krys TOFF",13,0,
C62,Alain,14,0,
C62,SuperBrian,15,0,
C62,hek,16,0,
C62,Paleke,17,0,
C62,"Shoegazing Leo",18,0,
C62,Marci,19,0,
C62,Lene,20,0,
C62,JTK,21,0,
C63,"Renato Biker",1,0,
C63,"Zak McKracken",2,0,
C63,"Bonzai Joe",3,0,
C63,Ayrton,4,0,
C63,Argammon,5,0,
C63,DarkChaser,6,0,
C63,CTG,7,0,
C63,Alain,8,0,
C63,Navras,9,1,
C63,Chulk,10,0,
C63,mislav,11,0,
C63,"Mark L. Rivers",12,0,
C63,vamologocomisso,13,0,
C63,"Krys TOFF",14,0,
C63,AbuRaf70,15,0,
C63,SuperBrian,16,0,
C63,PedroAntonio,17,0,
C63,SergioBaro,18,0,
C63,Paleke,19,0,
C63,hek,19,0,
C63,Johnny-K,21,0,
C63,JTK,22,0,
C63,Marci,23,0,
C63,"Shoegazing Leo",24,0,
C63,Lene,25,0,
C63,4.44.45,26,0,EX1
C64,"Renato Biker",1,0,
C64,CTG,2,0,
C64,"Zak McKracken",3,0,
C64,"Bonzai Joe",4,0,
C64,DarkChaser,5,0,
C64,mislav,6,0,
C64,Chulk,7,0,
C64,Alain,7,0,
C64,AbuRaf70,9,0,
C64,"Krys TOFF",10,0,
C64,"Mark L. Rivers",11,0,
C64,SuperBrian,12,0,
C64,AMG,13,0,
C64,DieselJoe,14,0,
C64,SergioBaro,15,0,
C64,hek,16,0,
C64,Johnny-K,17,0,
C64,PedroAntonio,18,0,
C64,Marci,19,0,
C64,JTK,20,0,
C65,"Renato Biker",1,0,
C65,Ayrton,2,0,
C65,"Bonzai Joe",3,0,
C65,CTG,4,0,
C65,Chulk,5,0,
C65,DarkChaser,6,0,
C65,Alain,7,0,
C65,"Mark L. Rivers",8,0,
C65,AbuRaf70,9,0,
C65,"Zak McKracken",10,0,
C65,Jules,11,0,
C65,mislav,12,0,
C65,DieselJoe,13,0,
C65,"Krys TOFF",13,0,
C65,SuperBrian,15,0,
C65,AMG,16,0,
C65,SergioBaro,17,0,
C65,Paleke,18,0,
C65,Johnny-K,19,0,
C65,PedroAntonio,20,0,
C65,"Shoegazing Leo",21,0,
C65,Quanto,22,0,
C65,corneta,23,0,DSQ
C66,CTG,1,0,
C66,Ayrton,2,0,
C66,"Bonzai Joe",3,0,
C66,"Renato Biker",4,0,
C66,"Alan Rotoi",5,0,
C66,Chulk,6,0,
C66,DarkChaser,7,0,
C66,"Zak McKracken",8,0,
C66,mislav,9,0,
C66,Dottore,10,1,
C66,AbuRaf70,11,0,
C66,DieselJoe,12,0,
C66,"Krys TOFF",13,0,
C66,SuperBrian,14,0,
C66,Dinmor,15,0,
C66,hek,16,0,
C66,JTK,17,0,
C66,"Bolo Yeung",18,1,DSQ
C67,Ayrton,1,0,
C67,"Renato Biker",2,0,
C67,CTG,3,0,
C67,"Bonzai Joe",4,0,
C67,"Krys TOFF",5,0,
C67,mislav,6,0,
C67,Chulk,7,0,
C67,AbuRaf70,8,0,
C67,"Zak McKracken",9,0,
C67,SuperBrian,10,0,
C67,DieselJoe,11,0,
C67,"Shoegazing Leo",12,0,
C67,Dinmor,13,0,
C67,SergioBaro,14,0,
C67,JTK,15,0,
C67,locura2584,16,0,
C68,"Renato Biker",1,0,
C68,Alain,2,0,
C68,Ayrton,3,0,
C68,Chulk,4,0,
C68,DarkChaser,5,0,
C68,CTG,5,0,
C68,mislav,7,0,
C68,Dottore,8,1,
C68,"Zak McKracken",9,0,
C68,"Mark L. Rivers",10,0,
C68,AbuRaf70,11,0,
C68,"Krys TOFF",12,0,
C68,SuperBrian,13,0,
C68,SergioBaro,14,0,
C68,"Shoegazing Leo",15,0,
C68,Lene,16,0,
C68,JTK,17,0,
C68,"Bonzai Joe",18,0,EX1
C69,"Renato Biker",1,0,
C69,CTG,2,0,
C69,Alain,3,0,
C69,vamologocomisso,4,0,
C69,Dottore,5,1,
C69,DarkChaser,6,0,
C69,"Zak McKracken",7,0,
C69,"Bonzai Joe",8,0,
C69,SuperBrian,9,0,
C69,Chulk,10,0,
C69,"Krys TOFF",11,0,
C69,AbuRaf70,12,0,
C69,"Shoegazing Leo",13,0,
C69,ThugBone,14,0,
C69,JTK,15,0,
C69,Lene,16,0,
C70,Gutix,1,0,
C70,CTG,2,0,
C70,"Bonzai Joe",3,0,
C70,"Renato Biker",4,0,
C70,"Zak McKracken",5,0,
C70,AbuRaf70,6,0,
C70,SuperBrian,7,0,
C70,"Krys TOFF",8,0,
C70,hek,9,0,
C70,"Shoegazing Leo",10,0,
C70,JTK,11,0,
C71,Ayrton,1,0,
C71,"Bonzai Joe",2,0,
C71,Dottore,3,1,
C71,"Zak McKracken",4,0,
C71,SuperBrian,5,0,
C71,AbuRaf70,6,0,
C71,phoxetis,7,0,
C71,ADPunk,8,0,
C71,Paleke,9,0,
C71,"Krys TOFF",10,0,
C71,JTK,11,0,
C71,AMG,12,0,DSQ
C72,Ayrton,1,0,
C72,"Mark L. Rivers",2,0,
C72,"Zak McKracken",3,0,
C72,CTG,4,0,
C72,mislav,5,0,
C72,"Bonzai Joe",6,0,
C72,Chulk,7,0,
C72,DieselJoe,8,0,
C72,AbuRaf70,9,0,
C72,"Krys TOFF",10,0,
C72,SuperBrian,11,0,
C72,Paleke,12,0,
C72,JTK,13,0,
C73,CTG,1,0,
C73,"Zak McKracken",2,0,
C73,"Krys TOFF",3,0,
C73,SuperBrian,4,0,
C73,Chulk,5,0,
C73,AbuRaf70,6,0,
C73,Paleke,7,0,
C73,ADPunk,8,0,
C73,HTE,9,0,
C73,JTK,10,0,
C74,"Mark L. Rivers",1,0,
C74,CTG,2,0,
C74,"Zak McKracken",3,0,
C74,"Krys TOFF",4,0,
C74,Chulk,5,0,
C74,SuperBrian,6,0,
C74,AbuRaf70,7,0,
C74,JTK,8,0,
C74,Paleke,9,0,
C74,"Mark Nailwood (ghost)",10,1,DSQ
C74,"Geovani da Silva (ghost)",10,1,DSQ
C75,CTG,1,0,
C75,Chulk,2,0,
C75,"Mark L. Rivers",3,0,
C75,Navras,4,1,
C75,Dottore,5,1,
C75,AbuRaf70,6,0,
C75,"Krys TOFF",7,0,
C75,Paleke,8,0,
C75,jey,9,0,
C75,JTK,10,0,
C76,CTG,1,0,
C76,"Mark L. Rivers",2,0,
C76,Chulk,3,0,
C76,Duplode,4,0,
C76,AbuRaf70,5,0,
C76,"Krys TOFF",6,0,
C76,"Zak McKracken",7,0,
C76,SergioBaro,8,0,
C76,Paleke,9,0,
C76,JTK,10,0,
C77,CTG,1,0,
C77,Dottore,2,1,
C77,"Mark L. Rivers",3,0,
C77,Duplode,4,0,
C77,"Krys TOFF",5,0,
C77,Chulk,6,0,
C77,JTK,7,0,
C78,CTG,1,0,
C78,"Mark L. Rivers",2,0,
C78,Duplode,3,0,
C78,AbuRaf70,4,0,
C78,"Krys TOFF",5,0,
C78,Chulk,6,0,
C78,SuperBrian,7,0,INV
C78,Paleke,8,0,
C78,JTK,9,0,
C79,Ayrton,1,0,
C79,Duplode,2,0,
C79,Chulk,3,0,
C79,"Mark L. Rivers",4,0,
C79,"Alan Rotoi",5,0,
C79,AbuRaf70,6,0,
C79,mislav,7,0,
C79,"Krys TOFF",8,0,
C79,"Zak McKracken",9,0,
C79,SuperBrian,10,0,
C79,SergioBaro,11,0,
C79,Simon82,12,0,EX2
C79,satanziege,13,0,
C79,JTK,14,0,
C79,"Bonzai Joe",15,0,EX2
C80,Ayrton,1,0,
C80,"Mark L. Rivers",2,0,
C80,Duplode,3,0,
C80,Chulk,4,0,
C80,AbuRaf70,5,0,
C80,"Zak McKracken",6,0,
C80,SuperBrian,7,0,
C80,Usrin,8,0,
C80,"Krys TOFF",9,0,
C80,AMG,10,0,
C80,satanziege,11,0,
C80,SergioBaro,12,0,
C80,JTK,13,0,
C81,Ayrton,1,0,
C81,Chulk,2,0,
C81,"Mark L. Rivers",3,0,
C81,"Bonzai Joe",4,0,
C81,Duplode,5,0,
C81,DarkChaser,6,0,
C81,AbuRaf70,7,0,
C81,"Zak McKracken",8,0,
C81,"Krys TOFF",9,0,
C81,SuperBrian,10,0,
C81,Turkey,11,0,
C81,AMG,12,0,
C81,Freddy,13,0,EX3
C82,Ayrton,1,0,
C82,"Bonzai Joe",2,0,
C82,CTG,3,0,
C82,"Mark L. Rivers",4,0,
C82,AbuRaf70,5,0,
C82,Duplode,6,0,
C82,DarkChaser,7,0,
C82,"Zak McKracken",8,0,
C82,SuperBrian,9,0,
C82,Chulk,10,0,
C82,"Krys TOFF",11,0,
C82,Pavekiller,12,0,
C82,Freddy,13,0,
C82,Böbszlee,14,0,
C82,Turkey,15,0,
C82,AMG,16,0,
C82,Lene,17,0,EX3
C82,Marci,18,0,EX3
C83,Ayrton,1,0,
C83,Duplode,2,0,
C83,"Mark L. Rivers",3,0,
C83,DarkChaser,4,0,
C83,"Bonzai Joe",5,0,
C83,SuperBrian,6,0,
C83,Chulk,7,0,
C83,"Zak McKracken",8,0,
